高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
静卧愁听南宫漏声悠长。	卧听南宫清漏长	起听宫漏步长廊	卧听宫漏近南廊	卧听三商玉漏稀
座上客人无不为之惊叹。	诸客见之惊且叹	茅庐惊叹见斯客	老佛见之怜且笑	卒然见之令人惊
我舟泊岸边，系好了船缆，只见树丛中的祠庙周围，飞旋著一群群求栖的乌鸦。	沙步丛祠欲暮鸦	沙步丛祠欲莫鸦	丛祠寒霭舞神鸦	舟过露筋祠欲暮
晚上的春风吹折几枝桃李花。	夜来吹折数枝花	西风吹折数枝斜	折得桂花三数枝	和莺吹折数枝花
小臣我祝愿皇帝寿比南山。	小臣拜献南山寿	满朝虎拜南山寿	侍臣群献南山颂	小臣拜祝奉千秋
心里却无时无刻不在牵挂家人的平安。	家在茂陵平安否	朱园好在竹平安	茂陵只在兴平里	汉家都护在安西
应该照耀在离人的梳妆台。	应照离人妆镜台	美人晓镜玉妆台	坐后妆梳𣨼镜台	高花已照红妆镜
昨日还在宣城作客。	昨日方为宣城客	今日宣城读书客	昨日城中传邸报	昨日主人今日客
养羊如獐圆滚滚。	宜畜使汝羊如麇	犬羊不测功如彼	使马如羊非我爱	要使牧人如牧羊
明天早上乘船大江送我东去。	明朝大江送吾去	明朝又作松江去	明朝挂帆渡江去	昨朝送客桐江去
长安城的三十六宫，如今却是一片苔藓碧绿。	三十六宫土花碧	三十六宫都是春	三十六宫瑶草碧	三十六宫万点霞
那样就不会有现在的离别相思凄凉之苦了。	何事秋风悲画扇	何事东风送客悲	底事秋风苦忆归	汉殿秋风悲画扇
为什么非要琥珀才能作枕头。	何须琥珀方为枕	玉壶长倾琥珀红	琥珀梦浓贪伏枕	不须琥珀供灵药
满眼看去，书集满架。	长著香薰一架书	满架诗书满炷香	一枕薰风一架书	一缕炉香一卷书
在樱花怒放的深巷，在垂杨轻拂的河岸。	樱花永巷垂杨岸	花宫隐隐隔垂杨	曲巷垂杨映杏花	垂杨两岸绿阴多
我本来就没有家，不安身在这里又能到哪里去呢。	我本无家更安往	我本无家何处归	说我无家更远游	能归我亦痛无家
常常在外漂泊流离，习惯了离别家乡亲人。	曾为流离惯别家	老去几曾离别惯	争奈未曾离别惯	衰老应为难离别
美妙地鸣啭，怎么能没有本意。	巧啭岂能无本意	谁能悟得无言意	谁言巧意能胜拙	岂君无意任痴聋
惊走了莺黄又吹折数枝花。	和莺吹折数枝花	夜来吹折数枝花	一枝吹折一枝生	隔墙吹管数枝花
等到春天，曼妙的仕女们还会采摘花草相互赠送。	佳人拾翠春相问	拾翠佳人减却愁	佳人拾翠众相过	佳人拾处春相惜
梅花和雪花都认为各自占尽了春色，谁也不肯服输。	梅雪争春未肯降	欺雪欺风未肯降	斗雪争春未肯残	柳色争春梅未飘
物价昂贵，一绢布匹要卖万贯钱。	有田种谷今流血	有田种谷血成川	山下有田皆种德	楚地有田皆种玉
乘一只小船渡江与您相从。	扁舟共济与君同	扁舟不系与心同	扁舟吾与子同归	扁舟同水共追寻
离家以后已见到两次月圆。	辞家见月两回圆	不觉离家月再圆	东南见月几回圆	辞家三见月团圆
一方灰暗，三方天色皆成紫。	一方黑照三方紫	昨夜紫光方照室	一点寒灯照上方	照破十方三世黑
剑河寒风猛烈大雪鹅毛。	剑河风急雪片阔	官河风尽片帆轻	黄河晚冻雪风急	黄河风急片帆寒
每天三更半夜到鸡啼叫的时候。	三更灯火五更鸡	三更残月五更鸡	三更灯火鱼龙动	三更灯火雁来初
响箭鸣叫着冲上云霄，草原之上无风。	鸣骹直上一千尺	会看直上三千尺	鸣髇直上一千尺	飞流直下三千尺
我请蹇修前去给我做媒。	吾令謇修以为理	要令吾辈务藏修	须仗吾侪更修葺	束修以上吾斯诲
日出城头友人就要离去。	城头日出使车回	满城甘雨使车回	日车不照出郊车	日日东津望使车
但我已发誓与丈夫生死共患难。	事夫誓拟同生死	事夫生死终无负	一从夫死誓终天	当年许与同生死
塞翁失马祸福相倚还能归来。	塞翁失马尚归来	失马来看塞上翁	失马塞翁徒盼归	塞翁失马更何求
几亩荒僻的田园留我在这儿居住。	数亩荒园留我住	经营数亩傍山园	荒园数亩似山村	半亩荒园容小住
为此献出全部心血倾泻全部情感也在所不惜。	倾情倒意无所惜	笑抚老怀无所惜	情亲意合方倾倒	倾瓶不尽相留意
一轮明月西坠，悬挂在岸边的柳条上，犹如蜘蛛悬挂在交织的蛛网。	落月挂柳看悬蛛	破窗缀网看悬蛛	转头月挂柳稍边	曾看月下挂疏影
白天又在战车上眺望着胡虏逃跑的烟尘。	昼上巢车望虏尘	属车无复望清尘	登封曾望属车尘	陌上车尘晚更嚣
嘉陵江的河水自此从东流去。	嘉陵江水此东流	名共嘉陵江水长	嘉陵江水映长街	嘉陵江水不东流
出门在外去很远的地方宦游，所到之地没有一处是不让人心神暗淡和感伤的。	远游无处不消魂	关山无处不消魂	秋游无处不消魂	西来无处不魂销
那么淡妆浓抹都显得十分自然。	淡妆浓抹总相宜	看取淡妆浓抹态	浓妆淡抹总相宜	澹妆浓抹总宜看
我巍巍大唐的猎猎旌旗在阴山飘扬。	汉家旌帜满阴山	汉家旌节度流沙	汉家旌旆连围合	汉家旗帜万人惊
家住钱塘，在遥远的东方还要往东。	家住钱塘东复东	家在大江东复东	家寄秦淮东复东	家住青溪东复东
来到我这我都怒而不欢迎他们。	客至从嗔不出迎	客至从嗔礼法疏	客至何妨送与迎	客至从嗔唤不应
庄园的附近，青山绿水，湖光山色，闲云野寺，一线相连。	山带平湖野寺连	青山带日低平野	郭外清溪野寺连	乱山如画带溪平
每天痛快地饮酒狂歌白白消磨日子。	痛饮狂歌空度日	狂歌痛饮度青春	痛饮狂歌度此生	痛饮狂歌夜不休
长安城草生草长已经八个年头。	咸阳宿草八回秋	浔阳今见几回秋	咸阳草树八回秋	五见咸阳春草枯
他眼睛昏花坠入井中，竟在井底睡着了。	眼花落井水底眠	起舞失脚水底眠	眼花不到水中眠	醉眠江底眼生花
给他们加上“不慈”的恶名。	被以不慈之伪名	为母以慈能腹众	教人以善谓之忠	何必陈情以伪名
慈母一整年都盼望着早早回到身边。	一年慈母望归心	上年慈母怀乡泪	白头慈母望归舟	白头慈母望生还
原来乡村小桥像极了我的家乡！	村桥原树似吾乡	村郭人家似故乡	吾家烟树水南村	曲江原是吾乡邑
汉文帝重才恩德尚且淡薄。	汉文有道恩犹薄	汉帝有恩前贾席	王翰自怜文有道	共道汉文恩不薄
朝里的奸党整日找人的过错。	天边魑魅窥人过	永夜窥人魑魅过	即愁魑魅窥人过	窥人魑魅任相侵
情兴一来携歌伎带舞女来到此处。	兴来携妓恣经过	兴来携侣共飙轮	兴来携客一遨游	兴来携酒一登攀
画笔未到处气势已先夺人。	笔所未到气已吞	开缄未竟已声吞	身未登堂气已吞	落笔已吞云梦客
盘龙纹的铰链圈着车里坐着歌女。	娼妇盘龙金屈膝	美人高髻尽盘龙	不见倡家金屈膝	士女行缠金屈膝
江宁城中，朱雀桥畔，你可以静看那千年流淌的秦淮河水。	朱雀桥边看淮水	朱雀桥边车若水	朱雀桥边梁上燕	朱雀桥边好鸟啼
皇宫深深楼阁高耸云霄。	深宫高楼入紫清	紫掖晴来宫殿高	翠微深处有高楼	梵宫深处结高台
我这符能使你家养蚕结茧似瓮大。	宜蚕使汝茧如瓮	茧成如瓮丝如血	祈蚕必使蚕如瓮	看我冰蚕作茧时
一直喜爱街西悠闲的风景。	长爱街西风景闲	若抛风景长闲坐	石笋街西风景幽	为爱城西好风景
独自徘徊，在落梅如雪的晴光野塘。	野塘晴暖独徘徊	小园幽径独徘徊	晴苍把镜独徘徊	野塘晴暖独裴回
宫里的晓钟敲过，千门万户一齐开敞。	金阙晓钟开万户	金阙钟声曙色开	金阙晓开云外拥	双阙鸣钟万户开
回到对岸，请各位客人在回首望去。	到岸请君回首望	行到半山回首望	请君回首乱峰头	君过午桥回首望
从此一离去心知更不能回归。	一去心知更不归	一去天边更不归	一去朝天更不还	一去宁知更不归
而曹植用尽才华写出《洛神赋》一样。	用尽陈王八斗才	愁损陈王八斗才	枉费陈王八斗才	埋没陈王八斗才
把西园的芳菲一扫而空。	断送西园满地香	断送梨花满地残	不废西风满院香	满地飞花断送春
我像古代的刘郎，本已怨恨蓬山仙境的遥远。	刘郎已恨蓬山远	平居莫恨蓬山远	莫笑刘郎仙洞远	怀人已恨蓬山远
一心想去追逐风波千万里。	欲逐风波千万里	万里波涛万里风	那管风涛千万里	风波此去犹千里
不要烧柴去照亮车马。	不取燔柴兼照乘	燔柴同见烛天光	不骏于乘合见烹	不向公前借火柴
请让我登上你，饱览群山环绕下的淮河两边。	一看云山绕淮甸	山连淮甸楚云开	云山烟树绕平陵	烟水云山绕古城
花到盛时就容易纷纷飘落。	繁枝容易纷纷落	苍雪纷纷落影繁	枫叶纷纷落径繁	花开容易纷纷落
巴山楚水江上雨水多。	楚水巴山江雨多	秋在吴山楚水多	楚水巴山别思重	吴水粤山风雨改
宫中停奏霓裳羽衣曲。	惊破霓裳羽衣曲	偷得霓裳羽衣曲	看舞霓裳羽衣曲	亦舞霓裳唱羽衣
红花满树，青山隐隐，日已偏西。	红树青山日欲斜	青龙山前日欲斜	满目青山日又斜	绿树青山日未斜
来生未可预知，今生就此罢休。	他生未卜此生休	他生未似此生痴	他生缘会此生休	未卜此生归定处
杜郎眼光远志向大，将来功业定辉煌。	眼大心雄知所以	救国心雄一剑知	过眼谁知子所之	大士不知何所取
默默地幽居远地好像潜逃。	幽居默默如藏逃	争如默默守其中	幽居僻地合行藏	幽峦默默多禅意
西子湖畔有我的榜样。	西子湖头有我师	西子湖头柳似眉	西子湖边有旧居	西子湖头风日佳
小雨天气早晨仍然感觉到寒意。	细雨犹寒后夜花	可怜细雨轻寒夜	细雨寒生旅夜情	风轻雨细春寒夜
罢官回去他们如何看待你？	罢官昨日今如何	如何今日作陪京	昨日罢官今日贫	昨日东周今日秦
我常常羡慕您案上摆满素帛道书。	羡君素书尝满案	何幸诗书今满案	文书满案不经意	旧书满案供儿课
凝结而不通畅声音渐渐地中断。	凝绝不通声暂歇	不通风处却通风	六院不通人语寂	弦声不动意潜通
衷心挽留太守连任几年。	愿留太守更五年	不遣十年留白守	请守清闺再五年	曾为太守五年馀
作为当今的快乐又奈何。	身今且乐奈渠何	石心今日奈渠何	今复东还且奈何	身今且尔奈渠何
 一路上细雨萧疏， 经过的村庄落花阵阵。	路经疏雨落花村	淡烟疏雨落花天	西丘雨过落花村	孤村风雨落花深
鲜艳的花瓣在绵绵细雨中飘落。	好花零落雨绵绵	杏花天气雨绵绵	檐花落久雨纤绵	杏花零落雨霏微
晴天的窗影落在砚池里。	晴窗影落石泓处	晴窗影落石泓残	翠云影落小窗幽	疏枝影落石粼粼
落絮纷飞如花般的飘落，日头又已西偏。	落絮飞花日又西	落花飞絮任西东	落絮飞花日正长	落絮飞花逐逝波
身穿粗布衣裳两鬓如丝。	被褐短窄鬓如丝	敝裘如结鬓如丝	短褐欺寒双鬓迷	居然短褐鬓如丝
那时军中死去的并非贵妃一人，死了那么多人。	当时更有军中死	当时更有唇亡处	当时帽落笑参军	同时亦有将军许
似乎很难完全绽开，开放的花朵粉红的花瓣包裹着深红的花蕊。	红蕊当心一抹檀	一抹真红心底锁	一抹胭脂作意开	一抹生红画杏腮
漳水滔滔东流一去不再回。	漳水东流不复回	江水流东竟不回	漳水东流去不回	淮水东流不复回
本来是值得高兴的事，然而同样没有想到，久别重逢，乍逢又别！	忽漫相逢是别筵	忽漫相逢又送君	忽漫相逢便相许	忽漫相逢又成别
手里拿着公文张贴在乡村中。	手持敕牒榜乡村	金册手持归赤社	手持官牒出神皋	手持云篆题新榜
飞腾火焰照得山中栖息鸟儿纷纷惊。	飞焰照山栖鸟惊	山鸟惊飞不出山	山衔夕照鸟飞惊	宿鸟惊飞不出林
是谁说她早晨的时候不称意，不舒展自己的身姿呢。	谓谁朝来不作意	谁信朝来顿作泥	明朝有意还来不	谁道西来真有意
五岳中四山环绕嵩山居中。	四方环镇嵩当中	四山环列抱中虚	嵩高北极镇当中	郡当四塞似羌中
牲畜圈里猪肥鸡壮，门扇半开。	豚栅鸡栖半掩扉	豚栅鸡栖屋数椽	豚栅鸡栖一亩宫	鸡犬柴桑半掩门
家乡土地山丘哪个地方都可以栽种楸树。	家山随处可行楸	山川是处堪行乐	家山无处不经行	溪山处处堪行乐
交了不好的运气我又能怎么办呢。	运交华盖欲何求	年年栈豆欲何求	运交华盖且由它	运交华盖又何妨
今天，我的心情随着汝水的春波而晃动。	心随汝水春波动	红叶心随御水流	泉水暗随春意动	心随东水转波涛
我却早已白发盈巾，满头霜雪，变成皤然衰翁。	盈巾霜雪我成翁	霜雪侵寻各老翁	冰池霜竹雪髯翁	霜华窥鬓渐成翁
驾船人还指点遗迹让人生疑。	舟人指点到今疑	舟人指点屡回头	舟人指点说寒汀	舟人指点是公乡
如今柳条被抛掷在长街上。	如今抛掷长街里	如今抛掷长门里	抛掷人间春色里	如今城里抛团扇
一根根排列整齐的戟上挂着雍容华贵的缎带，那用金描着龙的戟竿足足有二十四根哪。	二十四枝龙画竿	二十四枝娇娥围	爱棠四十六孙枝	二十四枝为一丛
勋功极大而又不矜夸居功占为已有。	勋劳至大不矜伐	金榜何劳显至勋	放勋天大不能臣	不贪名爵伐功劳
笔画恰似珊瑚碧树枝柯交错。	珊瑚碧树交枝柯	珊瑚出海玉交枝	珊瑚玉树交枝柯	珊瑚碧树枝柯老
红红的莲花落瓣忧心忡仲。	红衣落尽渚莲愁	莲衣落尽莲房老	红衣落尽莲初实	渚莲寒尽不留红
当年象后羿飞箭射雀无目。	昔时飞箭无全目	想到当年飞雁箭	天山自昔凭三箭	前时射鹄徒抛箭
将军拜诏辞京，奔赴战场，将士用命，一鼓作气，很快就攻破了敌人的老巢。	辞君一夜取楼兰	借君一剑斩楼兰	为君谈笑斩楼兰	一夜秋风兰蕙折
喝醉酒酣睡不知天已黄昏。	醉卧不知白日暮	醉吟终日不知老	啼鸟不知白日午	真游不知白日晚
时令将近寒食，春雨绵绵春草萋萋。	近寒食雨草萋萋	乱云含雨草萋萋	细雨过芳草萋萋	野烟寒雨草萋萋
同顶一轮明月又何曾身处两地呢？	明月何曾是两乡	明月何曾有死生	月色何曾似故乡	月好何曾两夜圆
山顶上华清宫千重门依次打开。	山顶千门次第开	山径蓬茅次第开	瑞霭千门次第开	槛外诸山次第开
似是不喜欢车水马龙的繁华地方。	似嫌车马繁华地	不嫌地僻回车马	似嫌车马繁华处	故知车马红尘地
丛林苍苍，山风吹来，落木萧萧。	十里萧萧古树风	高树萧萧似有风	萧萧万树冷西风	萧萧宫树正秋风
才从军便作汉朝的羽林郎。	出身仕汉羽林郎	谁家年少羽林郎	出身元是羽林郎	金吾将士羽林郎
眼前只觉一片生机盎然。	便觉眼前生意满	况是眼前生意满	眼前多少生生意	便觉眼前生意新
韩干只画外表画不出内在精神。	干惟画肉不画骨	画松不画直松看	常闻画石不画水	莫遣画师徒画肉
功名富贵只向马上求取。	功名祗向马上取	几人马上取功名	了取功名上麟阁	功名向上每才难
当笛声清和时，就像随着冰冷的月光照进我的床里来。	清和冷月到帘栊	清阴和月度疏帘	暗香和月到窗纱	晓来和月到华清
红叶在风中纷纷飘落，铺满了整个庭院，使人仿佛置身于诗的境界。	满庭诗境飘红叶	乱飘红叶满戎衣	风飘红叶满荒渠	满庭诗景飘红叶
几片帆船在风雨中向下游飘去，可是游子的归舟？	数帆和雨下归舟	江帆带雨人归后	乱帆和雨向湖开	一帆烟雨送行舟
