高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
在广袤的平沙之上，行进的部队蜿如游龙，战士的盔甲银鳞一般，在日照下寒光闪闪。	满碛寒光生铁衣	的皪寒光照铁衣	水色光寒上铁衣	万里寒光照铁衣
天空倒映在泉水面上，整个地面的颜色和天空的颜色是一样的，泉水从高高的山崖上飞流直下如雨声作响。	映地为天色，飞空作雨声。	覆地云为簇，填空浪作堆。	波净流天色，沙飞作雨声。	山色自晴阴，泉声作风雨。
太平盛世兮乐事无已。	各保性与躯	各保芳坚性	褊性与年成	何由保性天
呼儿伏跪封上信函结束此书。	呼儿长跪缄此辞	出门长跪谢使君	长跪缄题盥手脩	呼儿酌酒聊为情
拄着藜杖感叹世事的人究竟是谁。	杖藜叹世者谁子	后来居守者谁子	沧江坐啸者谁子	杖藜叹世悲谁子
抬头看见那明月多么明亮。	明月何灼灼	明月一何光	花红何灼灼	灼灼出清澜
天气晴朗，远处的山水明洁清净，可清清楚楚地看见。	远近山河净	江分远近山	山川远近明	远近山光淡
他们与南诏作战简直是像驱困兽以偿猛虎。	困兽当猛虎	昔当猛虎步	当关多猛虎	猛虎初负嵎
烽火四起，干戈遍地，我已看不到像春秋隐士老莱子那种彩衣娱亲的人了，不由感叹人世沧桑、世事多变。	兵戈不见老莱衣，叹息人间万事非。	道傍若问王承福，应叹人间万事休。	重来柳下停船处，太息人间万事非。	叹息人间万事非，懒朝真与世相违。
葫芦丢弃了，酒器中没有酒。	瓢弃尊无绿	坐叹尊无绿	饮极樽无绿	客散尊仍绿
我将在这里巢居于云松。	吾将此地巢云松	悔不此地巢云松	吾将此地托比邻	秪为云松巢此地
孙何以前精神不够丰足，而今一旦如穷人暴富。	孙贫今暴富	子孙贫至今	家贫书甚富	处家贫似富
长天日暮送君离去。	日暮送夫君	今日送君游	今日送君行	日暮怜君至
悬想汉家使者在萧关之外。	遥知汉使萧关外	遥指干旌认汉关	遥知阃外忆东都	琳馆遥瞻霄汉外
横空哀雁关塞艰难向何方。	哀雁横天关塞难	鸿雁接天关塞影	雁横西塞偏愁客	绝塞天清一雁横
猩红的屏风上画着草木花卉。	猩血屏风画折枝	素壁何人画折枝	猩色屏风画折枝	闷对东风画折枝
火山高高耸立在赤亭口。	火山突兀赤亭口	两山突兀拥严关	危亭突兀倚青山	楚山突兀起危亭
赶路的行人想在此借宿。	行客欲投宿	倦客将投宿	欲投人处宿	远客来投宿
世道的变迁，时局的动荡，国运今非昔比。	王侯第宅皆新主	不识王侯高第宅	王侯第宅谁为主	王侯第宅若云屯
忽然想要捕捉树上鸣叫的知了，于是马上停止唱歌，静悄悄地站立在树旁。	意欲捕鸣蝉，忽然闭口立。	偶尔鸣一声，似作秋心痒。	高柳自鸣蝉，秋风忽洒然。	声欲闻于天，故向松梢立。
寂静的前庭空无一人，只有秋月仍旧明亮。	庭户无人秋月明	一庭白月户明霜	庭户无人有月明	北地无人空月明
温暖春日中新绿的柳枝被风吹得高低起伏。	暖丝无力自悠扬	春风一蝶自悠扬	粉花无力意悠扬	东风无力袅晴丝
北方的胡虏在三川一带纷乱如麻，中原地区的人民争相南奔避难，似晋朝的永嘉之难。	三川北虏乱如麻，四海南奔似永嘉。	海澨党人纷北走，燕都逋客垒南奔。	七雄戈戟乱如麻，四海无人得坐家。	频摧北虏三千士，独障南藩百二州。
种种忧愁不能排解，就算你我携手同行，我还是感到烦闷无聊。	此地如携手，兼君不自聊。	吾游曾此地，君去不同时。	握手不能别，抚膺聊自伤。	不遇君携手，谁复此幽寻。
谁说这群小鸟儿的生命微不足道。	谁道群生性命微	转为谋生性命轻	却道先生太性迂	谁道一生无好运
可以单独送你李膺回府。	独送李膺还	谁送李膺归	当秋独送君	独羡李膺归
千圈万周还在转个不停。	千匝万周无已时	时过千休复万休	匝日一万四千周	千艰万阨一时休
神游依稀荆门现，云烟缭绕恍若真。	长在荆门郢树烟	南望荆门郢树深	雨色荆门树树哀	霜落荆门树自稠
寺院之间云气蒙蒙。	僧房云蒙蒙	云水正蒙蒙	蒙蒙半岭云	云树春蒙蒙
碧空之中没有一丝云彩，风也不见一缕，可以看见山上高高的松树和山下的流水。	碧虚无云风不起，山上长松山下水。	秋山无云复无风，溪头看月出深松。	山中乱云如雪屋，松下清风多紫芝。	采薇歌罢渺难寻，山上清风山下水。
我也能够吟哦袁宏的咏史诗。	余亦能高咏	余亦能长啸	谢尚能高咏	高咏未能休
棉被冰冷简直无法挨身。	寒衾不可亲	衾寒梦不亲	寒灯独可亲	清寒不可云
可你驱车隆隆而过，无语相通。	车走雷声语未通	车隐雷声路未通	车走雷声云际过	压路车声蓦似雷
夜半月亮升得很高了，宫中传出了琴弦的鸣声，原来是贺怀志压场的琵琶声。	夜半月高弦索鸣，贺老琵琶定场屋。	何人月高弹鸣筝，繁弦急丝搅离情。	微月东南上戍楼，琵琶起舞锦缠头。	倡楼何处教新曲，夜静月高弦索鸣。
春光柔媚美好却不知道要去哪里。	春光冉冉归何处	年年春去归何处	如此春光冉冉何	春意冉冉随归鸿
“咽咽”地效法楚辞吟咏着哀怨的诗句。	咽咽学楚吟	秋坟咽楚歌	咽咽未成喧	愁予学楚吟
用不着像孙楚那样去“枕流漱石”，人间祸福都是流水行云。	不须更枕清流派	不须更授卢生枕	更在清流绝等看	漱石何妨更枕流
我从吴地独自前来。	吴客独来後	独客逢来雁	南客独来看	吴中客子来
本爱长处清幽屡次不得如愿。	乐幽心屡止	乐幽心愈淡	乐幽初见性	但乐多幽意
家乡的莼菜和鲈鱼味道正鲜美。	莼菜鲈鱼方有味	莼菜鲈鱼好时节	莼菜鲈鱼兴味中	何时莼菜鲈鱼脍
可是好日子不长，浮云蔽日，小人献谗，我一去不返。	浮云蔽日去不返	浮云终日扫不去	浮云蔽日几时开	浮云蔽日不舒光
我将进京谋求功名。	余亦赴京国	余亦怀乡郡	十年去京国	自予出京国
历尽沧桑的万岁楼边谁在伴月吟唱。	万岁楼边谁唱月	楼下人呼万岁声	万岁楼空夜月寒	五凤楼前万岁声
朝廷的楼台常常牵动您的魂梦。	北极楼台长挂梦	城上楼台天北极	北望楼台接紫宸	北极楼台天上迥
笑着穿上荷衣走出草堂。	笑着荷衣出草堂	人着荷衣自灌园	浴罢纱巾出草堂	晨起披衣出草堂
你前后又作过两地的太守。	差池宰两邑	两邑犹思宰	差池复两分	两两差池羽
月光下黄河横躺。	明月黄河夜	明月江边夜	黄钟明月夜	明月天河白
三尺长的黄河鲤鱼。	黄河三尺鲤	黄河十丈冰	黄河鲂与鲤	三尺及泉黄
又配百支金花箭。	百支金花箭	女臂动金花	百金支万里	金镫银花镂
巨石将江浪激成花一样碎。	石分浪花碎	落石浪翻花	浪花吹石碎	浪花浮石磴
我的心就像那一根磁针。	臣心一片磁针石	一片忧时铁石心	一片刚方铁石心	一片贞心铁石坚
拥抱白日在西帘下待到破晓。	抱日西帘晓	暖日傍帘晓	长日下疏帘	晓日荡帘钩
初升的太阳颜色像火一样。	曈曈太阳如火色	少见曈曈日色辉	仗转曈曈晓色暾	曈曈日色殿东头
解开缆绳你就迅速远去。	解缆君已遥	明朝速解缆	君已解归舟	解缆欲何往
打开门来面对愚溪西边依稀的菜园。	开户临西园	西园高宴开	西开朱明户	开轩临绿野
心怀忧虑啊又何忍一走了之。	忧来其如何	忧来当何如	其如秋思何	其如别思何
更没有人认为是错的。	人人迷不悟	阮郎迷不悟	主人那不悟	迷心如可悟
但命运却如穷困失意的原宪。	诸生原宪贫	夫君原宪贫	从来原宪贫	生徒愧原宪
鶗鴂昨晚还在鸣叫。	鶗鴂昨夜鸣	鶗鴂已先鸣	岁暮𫛸鴂鸣	今朝鶗鴂鸣
年年都有送迎辽国使臣的事情。	送迎蕃使年年事	底事年年费送迎	遣使年年有故常	花鸟年年管送迎
动人的春色并不一定要万紫千红、妖娆多姿。	动人春色不须多	春色撩人不奈渠	动人芳气不须多	人间春色不须看
可不知怎的，我面对这满眼秋色，却禁不住黯然神伤。	秋怀何黯然	中怀总黯然	此怀良黯然	秋风何泠然
余发下垂到臀腰。	馀发散垂腰	短发任垂髾	垂腰辫发长	鬓发欲丝垂
岭猿越鸟的鸣叫声，本来会使北人听了哀愁的。	今日岭猿兼越鸟	今日岐阳无凤鸟	岭猿越鸟避旌竿	岭猿巴鸟不胜愁
大赦诏令快似疾风迅雷。	中兴赦令疾风雷	令下风雷常有信	营中号令肃风雷	白日风雷严号令
该是离恨就像柳叶一条条地摆荡在心头啊！	任他离恨一条条	柳系离情管一春	风柳条条是别愁	无限离情付柳条
不管风吹浪打却依然存在。	不管风波去又来	不与风光管去留	旋逐风姨去又来	好风吹去又推来
窗南有棵孤傲的青松。	南轩有孤松	爱此南轩木	南山有佳木	南山有乔松
只见洪水消退，村旁的小路重现。	渡头水落村径成	溪头水落石梁高	渡头人散前村市	浅深村落时分径
淋湿楚王的衣裳。	南行拂楚王	行行楚水𣸣	还拂楚王襟	南行上楚舟
莲花攒簇三十二峰。	三十二莲峰	三十六峰顶	三十六峰间	奇峰三十二
前往东园的小路，垂柳掩映。	东园垂柳径	石径垂新柳	东门杨柳陌	东门垂柳长
池中莲花盛开，幽香散溢，泌人心脾。	风定池莲自在香	无日无风自在香	雨过风微自在香	香风先动一池莲
你哥哥两次持着庆州节。	阿兄两持庆州节	兄弟两州同日起	阿兄司臬莅松城	两持符节讨河源
瓜田一片傍着绿色小溪。	瓜田傍绿溪	耕却傍溪田	野田多傍水	溪田围绿野
一将功成要牺牲多少士卒生命！	一将功成万骨枯	不数功成万骨枯	已枯万骨未成功	功成万骨枮何益
悠扬笛声里我只身倚楼中。	长笛一声人倚楼	短笛一声谁倚楼	长笛声中共倚楼	长笛何人更倚楼
你二十来岁从燕赵来。	弱冠燕赵来	弱冠游燕赵	燕赵谢裘马	由来燕赵地
遗憾没有遇到你在我未嫁之前。	恨不相逢未嫁时	恨不遭逢未别前	已嫁何如未嫁时	恨不相逢未剃时
辗转难眠心中满怀旅愁。	一宿行人自可愁	江上行人空自愁	偶泊犹行自可伤	枉费行人一宿愁
秋夜的寒气扫净云絮，露出幽碧明净的天空；	秋寒扫云留碧空	寒泉割壁垂云空	扫尽秋云快碧空	净扫痴云展碧穹
但细微的心声被封闭在心里。	希声閟大朴	希声是大音	希声在自得	久矣閟大音
临源湘水逶迤行。	临源委萦回	仙舟委曲回	源委萦苕霅	穿渭水萦回
细水上漂着落花流入另涧。	细水浮花归别涧	流水花香别涧寻	暗水浮花送客归	曲水浮花细似萍
一夜愁思，湘君也应多了白发。	一夜湘君白发多	一夜令人白发长	一夜湘潭白发生	一夜思君白发多
鼓声锤碎了千百年的漫长时光。	磓碎千年日长白	千年赤日恣消磨	堪锁千年白日长	千年白血照华夷
郑燕来的的女姬则各有高超的技艺。	郑女燕姬独擅场	更看公孙独擅场	不许吴生独擅场	燕赵豪华独擅场
新鲜的想法源源不断的涌来用之不竭。	活水源流随处满	端水源来处处流	步随流水觅溪源	源头活水满方塘
唉，那汉武帝与西王母，人神相恋多么神秘。	武皇内传分明在	后妃治法分明在	汉皇宫观分明在	祖功宗德分明在
殿前花色与佩剑的闪光交加辉映，天边的晨星才刚刚消隐。	花迎剑佩星初落	风前剑佩明星落	剑佩拂霜星斗灿	羞傍晓星迎剑佩
万秋日晴空里，一只仙鹤排开云层扶摇直上，引便发我的诗情飞上云霄。	晴空一鹤排云上，便引诗情到碧霄。	一声老鹤松梢上，剩欲乘风到九霄。	琳馆遥瞻霄汉外，秋风一鹤上空虚。	天空孤鹤鸣丹嶂，风驾晴云忆彩鸾。
直到晚年才安家于终南山边陲。	晚家南山陲	过我南山陲	南山北山曲	我家南山下
冬雪刚刚停歇，树木的枝条便已悄悄绽出青青的嫩芽。	雪罢枝即青	雪霁椿枝绿	山果坠枝青	雪尽麦青青
徒然听到传说，海外还有九州。	海外徒闻更九州	海外谁云更九州	海外还闻更九州	九州之外更九州
自从听说您要前去。	自闻君欲行	君行我自归	自闻贤妇行	闻君行有日
望去像是从遥远的天空降临。	迢迢半紫氛	迢迢隔紫氛	迢迢出半空	迢递入晴氛
吹奏它学那凤凰之声。	吹之学凤鸣	吹箫学凤鸣	凤吹阿阁鸣	吹作凤皇鸣
残月如开于蚌中之珠。	残月蚌中开	几向月中开	残月乱流中	残月不开雾
犹如回旋翻飞在大江之上的丹凤。	宛宛凌江羽	宛宛流文莺	宛宛风前姿	宛宛鸾鹤处
郊原上大雪纷飞，乌云密布。	四郊飞雪暗云端	四郊雨雪晚霏霏	云暗郊原雪意稠	凝云飞雪暗乡城
持着拂尘在南边的小路上走动。	披拂趋南径	披衣汲南涧	南薰此披拂	披襟蕙径斜
年少之时，无忧无虑，体魄健全，精力充沛，真是朝气蓬勃。	忆年十五心尚孩，健如黄犊走复来。	新年合我七十一，柯岭不如归去来。	万一得年如小父，尚堪十度扫松来。	安得更如黄犊健，五年四度入山来。
千万种事物全都并举杂陈。	万事悉悠悠	万事廓悠悠	万事觉悠悠	万事秪悠悠
建德风光虽好却非我的故土。	建德非吾土	小隐非吾土	信非吾土美	汉沔非吾土
我离家已经整整三十五个年头了。	离家三十五端阳	离乡三十四回春	三三五五蹈青阳	一送离家十四年
俯瞰显得渺小的群山。	一览众山小	一览万山低	极顶众山小	自觉众山小
回到家中，神思恍惚，真像是刚从梦中醒来，那山中状况还历历在目。	到家恍如梦蘧蘧	恍惚蘧蘧蝶梦飞	清宵入梦忽蘧蘧	久梦蘧蘧到竹林
归心迢迢，萦绕他乡夜半五更。	归心折五更	归梦五更霜	心正五更前	心事五更中
聘您使用碧瑶珮。	聘之碧瑶佩	纫之可为佩	用之等琼瑶	报之应琼瑶
极目四望，但见边月西沉，寒云滚滚。	朔云边月满西山	朔云边月久天涯	朔云边月不胜寒	朔云边月满燕台
斩除金人迎回君王的车驾，不图谋拜将封侯、高官厚禄。	斩除顽恶还车贺，不问登坛万户侯。	全凭斩棘披荆手，共创千家万户春。	愿见呼韩朝渭上，诸将不用万户侯。	斩除顽恶还车驾，不问登坛万户侯。
见墙壁上你遗留的墨迹，如同栖息着的点点乌鸦。	壁上遗墨如栖鸦	壁间贪纵墨翻鸦	遗墨犹黏四壁虚	壁上栖鸦粉剥红
天竺寺森然收如眼底。	天竺森在眼	天平森翠笏	天地豁双眼	森森在眼前
忧愁到浓烈的时候拿酒来自斟。	愁到浓时酒自斟	愁到侬时酒自斟	酒熟自斟诗自和	起就花前酒自斟
精神恍惚，就象低空飘飞的断云。	低空有断云	空山又断云	斜空断续云	断云低复连
筵席上喝着掺了花椒的岁酒。	椒盘已颂花	欢颂献椒盘	椒盘不颂花	盘颂椒花瑞
上面结满了蜘蛛网，沾满了尘埃。	蜘蛛结网生尘埃	蜘蛛结网为何忙	静看蜘蛛结网丝	倏见蜘蛛结网丝
不久我也该辞官归去。	当亦谢官去	余亦谢时去	二年弃官去	谢事不得去
